onset,duration,trial_type,LST_id,LST_id_orig,response_time,motor_onset,motor_duration,confidence_onset,confidence_duration,accuracy,motor_key,subject
578.1631327129344,5,Quaternary,95,32,0.8914657425393671,583.9404266245801,2,585.9608415143284,2,0.0,3,2
592.3726629611265,5,Ternary,59,20,0.8516247559891781,598.4839122498706,2,600.5042820444996,2,1.0,3,2
613.8121361474969,5,Quaternary,92,31,0.8965706565140863,619.7397709489014,2,621.7602137022986,2,0.0,1,2
628.288812439343,5,Binary,14,5,,634.3666785090427,2,636.3870714011719,2,0.0,999,2
642.8156055385425,5,Ternary,69,23,1.012961521930265,648.7765645320487,2,650.7969863877097,2,1.0,3,2
657.308952725487,5,Binary,9,3,0.9065260453444351,663.4036161765907,2,665.4239056799142,2,1.0,2,2
672.0694859184277,5,Null,117,39,0.7984121504741779,678.264232300553,2,680.2846255593086,2,1.0,2,2
686.7799243016325,5,Quaternary,84,28,1.156193148050079,692.5572405775238,2,694.5776730653652,2,0.0,3,2
700.5720651391839,5,Ternary,38,13,1.443713019232746,706.4161478531623,2,708.4365942728291,2,1.0,3,2
714.6813309760018,5,Null,144,48,0.8726027847678779,720.9428269313739,2,722.9632641853677,2,1.0,3,2
3.9317742280145462,5,Quaternary,100,34,0.8098237816411711,9.90945251137964,2,11.929732849028367,2,0.0,2,2
18.6087245368617,5,Ternary,66,22,1.4213935023599331,24.636513761548485,2,26.656960547841663,2,1.0,2,2
32.768177940039095,5,Null,137,46,0.5786192800496792,39.07987649347524,2,41.10016892981548,2,1.0,4,2
47.79583847865797,5,Binary,28,10,0.9943159739541444,54.0407735270237,2,56.06107402915586,2,1.0,1,2
62.439492825680645,5,Quaternary,102,34,0.8419425042557123,68.66772288263928,2,70.68810367607875,2,0.0,4,2
77.45052279816991,5,Ternary,61,21,0.8246153468753619,83.29463117603518,2,85.31497897304689,2,1.0,2,2
91.6933955698114,5,Null,125,42,0.7223568513945793,97.7044728371784,2,99.72486499605476,2,1.0,3,2
106.23686323037872,5,Binary,23,8,0.702214365488544,112.18114802914351,2,114.20153908813882,2,1.0,1,2
127.75985697425494,5,Ternary,62,21,0.8896043773966085,133.95469061360018,2,135.97499331549443,2,1.0,3,2
142.5370342985243,5,Quaternary,76,26,0.9354976420181628,148.53136991178872,2,150.55185959343908,2,1.0,3,2
157.1306238992238,5,Binary,19,7,0.9565152665109052,163.1919429937425,2,165.21220133377392,2,1.0,2,2
171.64081062967307,5,Null,118,40,0.5672729084835737,177.86879944608336,2,179.88924659900658,2,1.0,4,2
186.0005076198122,5,Quaternary,78,26,0.6460573787499015,192.0115859870621,2,194.0320122422454,2,1.0,1,2
200.46048771929964,5,Ternary,67,23,0.7568318855628604,206.3713797667224,2,208.39184598424615,2,1.0,1,2
